subject,predicate,object,comment_count,sum_W_i,sum_like_count,strength,mean_burst_risk
下岗职工,会越来越多,下岗职工,1,0.6308875915371621,0.0,0.0,0.3691124084628379
不少人,喜欢复制,别人的文案,1,0.6308875915371621,0.0,0.0,0.3691124084628379
人们,在用,AI,1,0.6308875915371621,0.0,0.0,0.3691124084628379
他们,变化,状态,1,0.6308875915371621,0.0,0.0,0.3691124084628379
以后,都是,机器人,1,0.6308875915371621,0.0,0.0,0.3691124084628379
企业,比,谁招人多,1,0.6308875915371621,0.0,0.0,0.3691124084628379
企业,比,谁用人少,1,0.6308875915371621,0.0,0.0,0.3691124084628379
你,想,有点多,1,0.6308875915371621,0.0,0.0,0.3691124084628379
公司,会公布,这个,1,0.6308875915371621,0.0,0.0,0.3691124084628379
公司,赚回,花的钱,1,0.6308875915371621,0.0,0.0,0.3691124084628379
冲击,会越来越大,影响,1,0.6308875915371621,0.0,0.0,0.3691124084628379
冲击,大,挺,1,0.6308875915371621,0.0,0.0,0.3691124084628379
员工,把培养好了,AI,1,0.6308875915371621,0.0,0.0,0.3691124084628379
员工,让失业了,自己,1,0.6308875915371621,0.0,0.0,0.3691124084628379
大家,失业,工作,1,0.6308875915371621,0.0,0.0,0.3691124084628379
失业,是,容易,1,0.6308875915371621,0.0,0.0,0.3691124084628379
头部科技公司,会参考,这个,1,0.6308875915371621,0.0,0.0,0.3691124084628379
好公司,难进,以后,1,0.6308875915371621,0.0,0.0,0.3691124084628379
好多人,裁员,工作,1,0.6308875915371621,0.0,0.0,0.3691124084628379
岗位竞争,更激烈,程度,1,0.6308875915371621,0.0,0.0,0.3691124084628379
影响,太大,影响,1,0.6308875915371621,0.0,0.0,0.3691124084628379
影响力,不小,（程度描述）,1,0.6308875915371621,0.0,0.0,0.3691124084628379
我,失业,工作,1,0.6308875915371621,0.0,0.0,0.3691124084628379
我们,关心,这,1,0.6308875915371621,0.0,0.0,0.3691124084628379
指标,挺多,数量,1,0.6308875915371621,0.0,0.0,0.3691124084628379
智能化,发展,太快,1,0.6308875915371621,0.0,0.0,0.3691124084628379
更多人,下岗,工作,1,0.6308875915371621,0.0,0.0,0.3691124084628379
机器,工作,岗位,1,0.6308875915371621,0.0,0.0,0.3691124084628379
程序员,做出,AI,1,0.6308875915371621,0.0,0.0,0.3691124084628379
竞争,是,激烈,1,0.6308875915371621,0.0,0.0,0.3691124084628379
裁员,会越多,数量,1,0.6308875915371621,0.0,0.0,0.3691124084628379
评论者,善用,AI,1,0.6308875915371621,0.0,0.0,0.3691124084628379
评论者,失业,评论者,1,0.6308875915371621,0.0,0.0,0.3691124084628379
评论者,看,人机比,1,0.6308875915371621,0.0,0.0,0.3691124084628379
评论者,看出,未来的形势的苗头,1,0.6308875915371621,0.0,0.0,0.3691124084628379
评论者,觉得,现在说太早了,1,0.6308875915371621,0.0,0.0,0.3691124084628379
评论者,选,好公司,1,0.6308875915371621,0.0,0.0,0.3691124084628379
资本市场,需要,AI,1,0.6308875915371621,0.0,0.0,0.3691124084628379
这,是,必然趋势,1,0.6308875915371621,0.0,0.0,0.3691124084628379
这,是,没得问题,1,0.6308875915371621,0.0,0.0,0.3691124084628379
这些,离,我,1,0.6308875915371621,0.0,0.0,0.3691124084628379
这些指标,断定,公司的发展,1,0.6308875915371621,0.0,0.0,0.3691124084628379
这样的公司,没有,社会责任心,1,0.6308875915371621,0.0,0.0,0.3691124084628379
AI,做到,调解,1,0.6308317783800358,0.0,0.0,0.3691682216199642
AI,掌控调用,工具,1,0.6308317783800358,0.0,0.0,0.3691682216199642
人类,使用,工具,1,0.6308317783800358,0.0,0.0,0.3691682216199642
人类与AI的差别,在于,沟通,1,0.6308317783800358,0.0,0.0,0.3691682216199642
大家,不会选择,诉讼,1,0.6308317783800358,0.0,0.0,0.3691682216199642
大家,选择,调解,1,0.6308317783800358,0.0,0.0,0.3691682216199642
姐姐,说,在理的话,1,0.6308317783800358,0.0,0.0,0.3691682216199642
广告文案,是,文科,1,0.6308317783800358,0.0,0.0,0.3691682216199642
我,找,工作,1,0.6308317783800358,0.0,0.0,0.3691682216199642
我,看到,你,1,0.6308317783800358,0.0,0.0,0.3691682216199642
我,看到,职位,1,0.6308317783800358,0.0,0.0,0.3691682216199642
拓宽认知跟上时代,是,职场生存法则,1,0.6308317783800358,0.0,0.0,0.3691682216199642
法学,比较难,难度,1,0.6308317783800358,0.0,0.0,0.3691682216199642
王,分享,内容,1,0.6308317783800358,0.0,0.0,0.3691682216199642
职位,要求,会用ai来输出以及执行方案,1,0.6308317783800358,0.0,0.0,0.3691682216199642
自己,使用,ai,1,0.6308317783800358,0.0,0.0,0.3691682216199642
自己,沟通表达,问题,1,0.6308317783800358,0.0,0.0,0.3691682216199642
自己的思维逻辑,退化,厉害,1,0.6308317783800358,0.0,0.0,0.3691682216199642
角色,转变为,高质量提示词的设计者,1,0.6308317783800358,0.0,0.0,0.3691682216199642
设计者,需要懂得,AI的算法运作原理,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,不能过于依赖,该技术,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,吃饭,饭,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,喜欢,王的输出,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,学到,法则,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,怕,专业被取代,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,想好,事情,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,想看,你在评论区长篇大论的发表看法,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,想起来,事情,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,搜索,关键词,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,爱听,王讲课,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,爱听,这话,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,看,王的微博,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,说,事情,1,0.6308317783800358,0.0,0.0,0.3691682216199642
评论者,谢谢,王满满的干货,1,0.6308317783800358,0.0,0.0,0.3691682216199642
调解,需要,人文关怀,1,0.6308317783800358,0.0,0.0,0.3691682216199642
调解,需要,圆滑,1,0.6308317783800358,0.0,0.0,0.3691682216199642
这,是,森莫,1,0.6308317783800358,0.0,0.0,0.3691682216199642
这篇文章,增强,信心,1,0.6308317783800358,0.0,0.0,0.3691682216199642
ai,嫌,你太笨,1,0.6299750539775791,0.0,0.0,0.37002494602242086
个人用户,体验,更顺滑的智能服务,1,0.6299750539775791,0.0,0.0,0.37002494602242086
人,指挥,ai,1,0.6299750539775791,0.0,0.0,0.37002494602242086
企业级场景,落地,更稳,1,0.6299750539775791,0.0,0.0,0.37002494602242086
增效,减少,用人,1,0.6299750539775791,0.0,0.0,0.37002494602242086
大厂智能体布局,成型,基本,1,0.6299750539775791,0.0,0.0,0.37002494602242086
很多AI智能体,有,安全短板,1,0.6299750539775791,0.0,0.0,0.37002494602242086
悟空,筑牢,安全底线,1,0.6299750539775791,0.0,0.0,0.37002494602242086
悟空,聚焦,企业场景,1,0.6299750539775791,0.0,0.0,0.37002494602242086
悟空,补上,这点,1,0.6299750539775791,0.0,0.0,0.37002494602242086
悟空,适配,政企严格合规要求,1,0.6299750539775791,0.0,0.0,0.37002494602242086
悟空,降低,Token消耗,1,0.6299750539775791,0.0,0.0,0.37002494602242086
玩法,打开,彻底,1,0.6299750539775791,0.0,0.0,0.37002494602242086
电商导购、智能客服、供应链管理,被重构,AI,1,0.6299750539775791,0.0,0.0,0.37002494602242086
行业,走向,落地,1,0.6299750539775791,0.0,0.0,0.37002494602242086
说ai是工具的人,不知道,ai的本质,1,0.6299750539775791,0.0,0.0,0.37002494602242086
阿里,推,悟空,1,0.6299750539775791,0.0,0.0,0.37002494602242086
阿里,走出,差异化路线,1,0.6299750539775791,0.0,0.0,0.37002494602242086
阿里悟空,接入,淘宝与阿里云,1,0.6299750539775791,0.0,0.0,0.37002494602242086
真人,制造,冤假错案,1,0.6274716347567453,0.0,0.0,0.3725283652432547
机器,代替,人类才智,1,0.627471634756745,0.0,0.0,0.37252836524325506
社会必要劳动时间,可能被替代,机器,1,0.627471634756745,0.0,0.0,0.37252836524325506
AI,代替,法官,1,0.6274716347567448,0.0,0.0,0.37252836524325517
AI,影响,医生,1,0.6274716347567448,0.0,0.0,0.37252836524325517
AI,影响,所有人,1,0.6274716347567448,0.0,0.0,0.37252836524325517
AI,影响,教师,1,0.6274716347567448,0.0,0.0,0.37252836524325517
ai律师,担,责,1,0.6274716347567448,0.0,0.0,0.37252836524325517
AI,不会坐牢,法律责任,1,0.6274716347567447,0.0,0.0,0.3725283652432553
AI,不能坐牢,法律责任,1,0.6274716347567447,0.0,0.0,0.3725283652432553
AI,代替,律师,1,0.6274716347567447,0.0,0.0,0.3725283652432553
AI,取代不了,律师,1,0.6274716347567447,0.0,0.0,0.3725283652432553
AI,替代,会计,1,0.6274716347567447,0.0,0.0,0.3725283652432553
AI,有影响,律师,1,0.6274716347567447,0.0,0.0,0.3725283652432553
AI,胡说,难的和实操,1,0.6274716347567447,0.0,0.0,0.3725283652432553
AI,认罪认罚,罪,1,0.6274716347567447,0.0,0.0,0.3725283652432553
AI,让消失,律师行业,1,0.6274716347567447,0.0,0.0,0.3725283652432553
AI的法律赋能,降低,当事人请律师的意愿,1,0.6274716347567447,0.0,0.0,0.3725283652432553
openclaw,重要,程度,1,0.6274716347567447,0.0,0.0,0.3725283652432553
会用AI的律师,取代,不会用AI的律师,1,0.6274716347567447,0.0,0.0,0.3725283652432553
公检法,不是,AI,1,0.6274716347567447,0.0,0.0,0.3725283652432553
基础岗位的定义,被重写,彻底,1,0.6274716347567447,0.0,0.0,0.3725283652432553
大模型,提供,辅助咨询的工作,1,0.6274716347567447,0.0,0.0,0.3725283652432553
大模型,进化,速度,1,0.6274716347567447,0.0,0.0,0.3725283652432553
大模型,重要,程度,1,0.6274716347567447,0.0,0.0,0.3725283652432553
它,淘汰,只掌握工具性技能的人,1,0.6274716347567447,0.0,0.0,0.3725283652432553
工作,被替代,AI,1,0.6274716347567447,0.0,0.0,0.3725283652432553
工作内容,越容易数字化,程度,1,0.6274716347567447,0.0,0.0,0.3725283652432553
律师,不会被取代,职业,1,0.6274716347567447,0.0,0.0,0.3725283652432553
律师,可以坐牢,法律责任,1,0.6274716347567447,0.0,0.0,0.3725283652432553
法律,应该没有那么悲观,前景,1,0.6274716347567447,0.0,0.0,0.3725283652432553
法院,用,大模型,1,0.6274716347567447,0.0,0.0,0.3725283652432553
结合使用,提高,效率,1,0.6274716347567447,0.0,0.0,0.3725283652432553
评论者,做到,有经验和行业顶级加动手参与,1,0.6274716347567447,0.0,0.0,0.3725283652432553
评论者,把定位,自己,1,0.6274716347567447,0.0,0.0,0.3725283652432553
评论者,被替代,很快,1,0.6274716347567447,0.0,0.0,0.3725283652432553
评论者,问,简单的法律小问题,1,0.6274716347567447,0.0,0.0,0.3725283652432553
这,就是,杞人忧天,1,0.6274716347567447,0.0,0.0,0.3725283652432553
AI,是,助力,1,0.6248541669999701,0.0,0.0,0.3751458330000299
AI,有,界限,1,0.6248541669999701,0.0,0.0,0.3751458330000299
AI的进步,让,工作更高效更多元,1,0.6248541669999701,0.0,0.0,0.3751458330000299
人类,有,即时反应能力,1,0.6248541669999701,0.0,0.0,0.3751458330000299
人类,有,独特情感理解力,1,0.6248541669999701,0.0,0.0,0.3751458330000299
你,面对,阳光,1,0.6248541669999701,0.0,0.0,0.3751458330000299
你的清晨,充满,美好,1,0.6248541669999701,0.0,0.0,0.3751458330000299
咱们,利用,技能优势,1,0.6248541669999701,0.0,0.0,0.3751458330000299
就业压力,越来越大,（程度）,1,0.6248541669999701,0.0,0.0,0.3751458330000299
成长,是,闷头赶路,1,0.6248541669999701,0.0,0.0,0.3751458330000299
日子,变得,单纯而美好,1,0.6248541669999701,0.0,0.0,0.3751458330000299
观点,新颖,（形容词谓语）,1,0.6248541669999701,0.0,0.0,0.3751458330000299
评论者,了解,情况,1,0.6248541669999701,0.0,0.0,0.3751458330000299
评论者,学会,复盘,1,0.6248541669999701,0.0,0.0,0.3751458330000299
评论者,学到,（知识）,1,0.6248541669999701,0.0,0.0,0.3751458330000299
评论者,摔倒,同一个地方,1,0.6248541669999701,0.0,0.0,0.3751458330000299
评论者,焦虑,情况,1,0.6248541669999701,0.0,0.0,0.3751458330000299
评论者,觉得,AI的进步让工作更高效更多元,1,0.6248541669999701,0.0,0.0,0.3751458330000299
评论者,让限于,AI为工具,1,0.6248541669999701,0.0,0.0,0.3751458330000299
AI裁员,成为,说辞,1,0.62485416699997,0.0,0.0,0.37514583300003
内容,有,价值,1,0.62485416699997,0.0,0.0,0.37514583300003
工作岗位,被替代,AI,1,0.62485416699997,0.0,0.0,0.37514583300003
文字,有,感染力,1,0.62485416699997,0.0,0.0,0.37514583300003
评论者,了解,这个,1,0.62485416699997,0.0,0.0,0.37514583300003
评论者,感受到,创作的用心,1,0.62485416699997,0.0,0.0,0.37514583300003
评论者,收获,满满,1,0.62485416699997,0.0,0.0,0.37514583300003
评论者,收藏,（内容）,1,0.62485416699997,0.0,0.0,0.37514583300003
评论者,看得,投入,1,0.62485416699997,0.0,0.0,0.37514583300003
你,是,家暴男,1,0.6247606183714091,0.0,0.0,0.37523938162859094
杰灵,硬扛,脸,1,0.6247606183714091,0.0,0.0,0.37523938162859094
评论者,报警,警,1,0.6247606183714091,0.0,0.0,0.37523938162859094
这么打,导致,坐牢,1,0.6247606183714091,0.0,0.0,0.37523938162859094
你,做,一期,1,0.624760618371409,0.0,0.0,0.37523938162859105
你,打,英叔,1,0.624760618371409,0.0,0.0,0.37523938162859105
某人,揍得,某人,1,0.624760618371409,0.0,0.0,0.37523938162859105
老李,抗打,（能力）,1,0.624760618371409,0.0,0.0,0.37523938162859105
老詹,坐住,位置,1,0.624760618371409,0.0,0.0,0.37523938162859105
詹童鞋,有,这么高,1,0.624760618371409,0.0,0.0,0.37523938162859105
詹童鞋,比,洁灵矮,1,0.624760618371409,0.0,0.0,0.37523938162859105
评论者,建议,拍真的对比,1,0.624760618371409,0.0,0.0,0.37523938162859105
评论者,找到,杰灵夜起原因,1,0.624760618371409,0.0,0.0,0.37523938162859105
AI,增高,你,1,0.6247606183714088,0.0,0.0,0.37523938162859116
AI,整,你,1,0.6247606183714088,0.0,0.0,0.37523938162859116
AI,整得高,你,1,0.6247606183714088,0.0,0.0,0.37523938162859116
AI,有,高尺度,1,0.6247606183714088,0.0,0.0,0.37523938162859116
AI,知道,他牛逼,1,0.6247606183714088,0.0,0.0,0.37523938162859116
ai,有,什么事,1,0.6247606183714088,0.0,0.0,0.37523938162859116
sd2.0,让用,真人脸,1,0.6247606183714088,0.0,0.0,0.37523938162859116
乌鸦,上,身,1,0.6247606183714088,0.0,0.0,0.37523938162859116
人家,是,小米股东,1,0.6247606183714088,0.0,0.0,0.37523938162859116
人家,起夜,晚上,1,0.6247606183714088,0.0,0.0,0.37523938162859116
人家,逼,你买,1,0.6247606183714088,0.0,0.0,0.37523938162859116
他,试试,这个发型,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,下,单,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,借,AI,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,应该给配,老李说话表情,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,想,这么干,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,想打,他,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,打,人,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,打,儿子,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,打,大力点,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,打,杰灵,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,打,老李,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,揍,我,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,整,自己,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,比,杰灵,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,说出,真话,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你,踢,老李下面,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你们,打,评论对象,1,0.6247606183714088,0.0,0.0,0.37523938162859116
你和老胡,揍,杰0️⃣,1,0.6247606183714088,0.0,0.0,0.37523938162859116
侧面,还可以,效果,1,0.6247606183714088,0.0,0.0,0.37523938162859116
剧情,挺好,质量,1,0.6247606183714088,0.0,0.0,0.37523938162859116
发音,标准,发音,1,0.6247606183714088,0.0,0.0,0.37523938162859116
叼毛,做,杰灵,1,0.6247606183714088,0.0,0.0,0.37523938162859116
合伙人兄弟,殴打,数码博主,1,0.6247606183714088,0.0,0.0,0.37523938162859116
声音,不对,标准,1,0.6247606183714088,0.0,0.0,0.37523938162859116
大家,觉得,效果不行,1,0.6247606183714088,0.0,0.0,0.37523938162859116
天才,喊,疼,1,0.6247606183714088,0.0,0.0,0.37523938162859116
天才,接,攻击,1,0.6247606183714088,0.0,0.0,0.37523938162859116
威哥,上去劝架,争斗,1,0.6247606183714088,0.0,0.0,0.37523938162859116
它,不像,AI,1,0.6247606183714088,0.0,0.0,0.37523938162859116
它,吓,我,1,0.6247606183714088,0.0,0.0,0.37523938162859116
它,帅,外观,1,0.6247606183714088,0.0,0.0,0.37523938162859116
它,打到,脸上,1,0.6247606183714088,0.0,0.0,0.37523938162859116
它,有,意思,1,0.6247606183714088,0.0,0.0,0.37523938162859116
它,有点,假,1,0.6247606183714088,0.0,0.0,0.37523938162859116
它,有趣,特性,1,0.6247606183714088,0.0,0.0,0.37523938162859116
它,真,程度高,1,0.6247606183714088,0.0,0.0,0.37523938162859116
小米,要涨,价格,1,0.6247606183714088,0.0,0.0,0.37523938162859116
屏幕,承受,演技,1,0.6247606183714088,0.0,0.0,0.37523938162859116
志斌,变坏了,性格,1,0.6247606183714088,0.0,0.0,0.37523938162859116
志斌,有,这么高,1,0.6247606183714088,0.0,0.0,0.37523938162859116
我,受不了,这种,1,0.6247606183714088,0.0,0.0,0.37523938162859116
我,喜欢,这个配音,1,0.6247606183714088,0.0,0.0,0.37523938162859116
我,授权了,你,1,0.6247606183714088,0.0,0.0,0.37523938162859116
我,改,内容,1,0.6247606183714088,0.0,0.0,0.37523938162859116
我,改编,剧情,1,0.6247606183714088,0.0,0.0,0.37523938162859116
我们,放,你轮胎气,1,0.6247606183714088,0.0,0.0,0.37523938162859116
戴🕶️,是,重点,1,0.6247606183714088,0.0,0.0,0.37523938162859116
打者,爱,被打者,1,0.6247606183714088,0.0,0.0,0.37523938162859116
拍摄者,站在,凳子上,1,0.6247606183714088,0.0,0.0,0.37523938162859116
推荐股票的人,看,视频,1,0.6247606183714088,0.0,0.0,0.37523938162859116
施动者,打,你,1,0.6247606183714088,0.0,0.0,0.37523938162859116
施动者,打,对方,1,0.6247606183714088,0.0,0.0,0.37523938162859116
李杰灵,做,一版,1,0.6247606183714088,0.0,0.0,0.37523938162859116
李杰灵,回报,老詹,1,0.6247606183714088,0.0,0.0,0.37523938162859116
李杰灵,挨打,频繁,1,0.6247606183714088,0.0,0.0,0.37523938162859116
李杰灵,是,好的人,1,0.6247606183714088,0.0,0.0,0.37523938162859116
李杰灵,是,老实,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰0,做,反向版本,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰0,变瘦,这么多,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰0,官宣,180,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰0,还,口,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰0,还,手,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰o,感觉受到了,侮辱,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,做,揍人,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,尿,10次,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,打,志斌,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,抗打,能力,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,抗揍,程度高,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,掉,血,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,是,可怜,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,是,硬汉,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,显得,老实,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,有,1.5米的身高,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,有,那么高,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,没有,那么矮,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,没这么多,头发,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,没这么帅,外貌,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,没这么矮,身高,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,表现,不真实,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,被揍,惨,1,0.6247606183714088,0.0,0.0,0.37523938162859116
杰灵,被暴揍,身体,1,0.6247606183714088,0.0,0.0,0.37523938162859116
某人,亏,太惨,1,0.6247606183714088,0.0,0.0,0.37523938162859116
正面,会,好假,1,0.6247606183714088,0.0,0.0,0.37523938162859116
泰森,打,小鸡,1,0.6247606183714088,0.0,0.0,0.37523938162859116
灵杰,躲,攻击,1,0.6247606183714088,0.0,0.0,0.37523938162859116
相,由,心,1,0.6247606183714088,0.0,0.0,0.37523938162859116
结尾,应该呼,大脚,1,0.6247606183714088,0.0,0.0,0.37523938162859116
老李,发,微博,1,0.6247606183714088,0.0,0.0,0.37523938162859116
老李,大于,老胡,1,0.6247606183714088,0.0,0.0,0.37523938162859116
老李,来,评论区,1,0.6247606183714088,0.0,0.0,0.37523938162859116
老李,能忍,这,1,0.6247606183714088,0.0,0.0,0.37523938162859116
老李,还手,不,1,0.6247606183714088,0.0,0.0,0.37523938162859116
老詹,大于,老李,1,0.6247606183714088,0.0,0.0,0.37523938162859116
胳膊肌肉,是,真实的,1,0.6247606183714088,0.0,0.0,0.37523938162859116
脸,是,正常的,1,0.6247606183714088,0.0,0.0,0.37523938162859116
被打者,是,AI,1,0.6247606183714088,0.0,0.0,0.37523938162859116
见点血,更好,效果,1,0.6247606183714088,0.0,0.0,0.37523938162859116
视频,是,假的,1,0.6247606183714088,0.0,0.0,0.37523938162859116
视频,是,好的,1,0.6247606183714088,0.0,0.0,0.37523938162859116
视频,是,真实的,1,0.6247606183714088,0.0,0.0,0.37523938162859116
视频,暗示,洁伶企业次数,1,0.6247606183714088,0.0,0.0,0.37523938162859116
视频,没有,拳拳到肉,1,0.6247606183714088,0.0,0.0,0.37523938162859116
詹志斌同学,打,李杰灵,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论,上,热评,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论内容,是,真实想法,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论内容,真实,情况,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论对象,变得,猥琐,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论对象,有,鲜血,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论对象,破,皮,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,KO,杰灵,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,丢,窗户外面,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,以为,你打韩路,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,入坑,新能源,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,出,力,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,加,伤痕,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,加入,微博跨域计划,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,勾销,旧事,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,吃,饭,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,好评,身高差,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,对待,老李,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,帮助报警,包工头,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,应该把,杰0从楼上扔下去,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,建议,财经类平台循环播放,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,建议丢,30楼,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,开心,心情,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,心疼,对方,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,心疼,对象,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,心疼,老李,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,忍了,这么久,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,想看,老李的反击,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,打,人家,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,打,字,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,打,杰灵,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,打了,9拳,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,打出,淤青,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,打出,牙,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,打到,对方,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,打懵了,灵杰,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,打爽,了,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,打轻,对方,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,抄,家伙,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,报警,此事,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,揍,几拳,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,是,颜粉,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,有,机会报仇,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,爱看,内容,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,猛锤,老李头膝盖,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,玩嗨了,活动,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,看傻,评论者,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,看到,手肘打的,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,看到,拳头打的,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,看完,内容,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,禁止,ai,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,笑死,我,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,笑死,自己,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,等,李杰灵反击,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,练,肌肉,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,获得,合作机会,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,获得,曝光资源,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,补,课,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,要求停止打,杰灵,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,要求再来,亿遍,1,0.6247606183714088,0.0,0.0,0.37523938162859116
评论者,要笑死了,自己,1,0.6247606183714088,0.0,0.0,0.37523938162859116
